# Expression Atlas version: 0.1.4-SNAPSHOT
# Query: Genes matching: '' exactly, specifically expressed in any Developmental stage above the expression level cutoff: -0.1 in experiment E-MTAB-2812, filtered by Sex: hermaphrodite and Organism part: organism
# Timestamp: Tue, 28-Apr-2015 03:38:09
Gene ID	Gene Name	3-fold embryo Ce	4-cell embryo Ce	L1 larva Ce	L2 larva Ce	L2d-dauer molt Ce	L3 larva Ce	L4 larva Ce	adult Ce	dauer larva Ce	elongating embryo Ce	enclosing embryo Ce	fully-elongated embryo Ce	gastrulating embryo Ce	late cleavage stage embryo Ce	newly molted young adult hermaphrodite Ce	post dauer stage Ce	proliferating embryo Ce
WBGene00022361	Y92H12A.5	14	14	33	11	15	12	5	26	21	15	2	11	10	15	14	12	19
WBGene00022363	Y92H12BL.1	11	18	18	14	19	14	8	19	19	14	18	12	16	10	21	27	17
WBGene00022365	Y92H12BL.4	20	8	4	10	11	6	5	11	11	20	8	18	16	17	10	13	14
WBGene00022366	Y92H12BL.5	17	29	67	25	39	22	22	52	25	12	12	21	19	11	36	24	35
WBGene00022367	Y92H12BM.1	30	9	16	14	9	6	4	13	5	21	5	28	14	20	11	7	25
WBGene00022368	Y92H12BR.2	87	35	13	19	26	24	19	46	23	74	54	45	103	74	40	19	106
WBGene00022369	Y92H12BR.3	36	74	29	38	25	20	17	68	18	44	33	31	72	52	39	21	122
WBGene00022370	Y92H12BR.4	2	0	6	3	2	1	0.6	0.7	3	8	13	3	18	13	0.6	2	9
WBGene00022371	set-29	9	5	3	8	5	10	6	9	3	10	3	6	7	9	10	4	5
WBGene00022372	Y92H12BR.7	7	12	4	5	3	2	1	9	4	9	2	6	9	10	6	4	12
WBGene00022373	mrpl-15	27	10	5	33	19	36	25	21	12	37	71	22	70	32	32	17	31
WBGene00022374	nhr-277	0.8	0.1	6	2	3	1	0.9	0.3	5	0	0.5	3	0.2	0.1	0.4	2	0.7
WBGene00022375	Y94H6A.2	0.1	0	1	0.7	0	1	0.9	0.3	0.4	0	0.1	0.5	0	0	0.7	0.3	0.2
WBGene00022376	Y94H6A.3	10	12	7	4	4	4	3	15	6	12	61	8	45	21	7	4	28
WBGene00022377	gpx-4	1	0	1	1	3	2	0.7	1	4	2	2	1	3	3	4	2	1
WBGene00022378	Y94H6A.5	18	3	14	17	16	17	7	13	41	31	7	15	16	36	17	21	12
WBGene00022379	Y94H6A.7	12	6	5	10	14	0.7	7	7	9	15	40	10	19	9	5	14	12
WBGene00022380	Y94H6A.8	132	53	60	175	121	164	166	111	100	119	235	106	315	113	143	98	220
WBGene00022381	ubxn-2	67	12	38	33	30	33	18	47	26	71	67	39	85	75	37	27	65
WBGene00022382	Y94H6A.10	6	0.1	27	164	61	207	207	63	35	2	1	6	3	1	65	69	2
WBGene00022383	Y95B8A.2	0.5	0.1	8	12	54	17	28	2	2	0	0	23	0	0	6	0.8	1
WBGene00022385	Y95B8A.4	0	0	0.3	0.2	0.1	2	4	0.8	0.8	0	0	0.4	0	0	3	0.4	0.1
WBGene00022386	Y95B8A.6	2	1	50	4	8	3	1	4	8	1	0	3	0.4	1	3	9	1
WBGene00022388	Y95B8A.8	17	40	13	15	13	11	5	48	13	20	5	14	26	16	22	16	33
WBGene00022389	pde-6	19	1	46	27	15	18	10	8	11	5	0.4	28	2	2	6	16	4
WBGene00022390	him-19	1	4	0.5	2	3	4	1	8	6	1	0.1	2	0.7	1	8	4	3
WBGene00022391	Y95B8A.12	3	0.8	18	7	12	2	1	1	10	0.4	0	7	0.3	0.3	1	9	2
WBGene00022392	Y97E10AL.1	0	0	2	0.9	0.7	0.2	0.5	0.1	1	0	0.5	1	0.1	0.4	0.3	1	0.3
WBGene00022393	Y97E10AL.2	22	58	37	37	86	42	38	74	69	29	52	43	79	34	78	45	99
WBGene00022394	Y97E10AL.3	30	15	4	24	12	31	22	31	8	40	87	23	52	40	44	14	27
WBGene00022395	ceh-76	1	0	0.4	0	1	0	0	0.1	2	2	2	1	17	1	0	1	6
WBGene00022396	Y97E10AR.1	145	0.4	28	6	14	2	1	0.8	5	69	1	169	0.9	18	1	5	7
WBGene00022397	Y97E10AR.2	20	0	6	6	10	4	1	0.3	11	7	0.4	15	0.6	3	0.9	6	3
WBGene00022398	Y97E10AR.3	36	17	10	12	20	11	5	19	28	39	89	23	117	41	32	21	62
WBGene00022399	Y97E10AR.4	4	25	2	3	10	10	6	21	14	3	4	4	16	4	29	11	23
WBGene00022400	rpb-9	52	28	26	38	35	22	23	43	36	76	148	49	152	89	40	32	101
WBGene00022401	Y97E10AR.6	65	6	28	35	61	31	16	24	52	84	23	62	48	78	39	44	20
WBGene00022402	Y97E10AR.7	60	44	16	54	48	40	36	66	38	71	416	51	265	78	51	47	149
WBGene00022403	Y97E10B.1	0	0	0.3	0	1	0	0	0	0.3	0	0.2	0.4	0	0	0	0.2	0
WBGene00022404	srsx-5	0	0	0.6	0.1	0.5	0	0.1	0	2	0	0.1	0	0	0	0	2	0
WBGene00022405	srsx-6	0	0	1	0.8	1	0.1	0.3	0	2	0	0.2	0.4	0.1	0.2	0.2	2	0
WBGene00022406	srsx-7	0	0	2	0.3	2	0.2	0	0	2	0	0.1	0.3	0.1	0	0.2	1	0
WBGene00022407	srsx-4	0	0	0.2	0	0	0	0	0	0	0	0.1	0.4	0	0	0	0	0
WBGene00022408	srsx-3	0	0	2	0.3	0.9	0.2	0.2	0	1	0	0.1	0.5	0.1	0	0.1	1	0
WBGene00022409	srt-53	0.1	0	1	0.5	1	0.2	0.2	0	2	0	0.3	0.9	0	0	0.1	2	0.2
WBGene00022410	Y97E10C.1	1281	0.2	637	341	735	129	66	11	175	193	1	1277	1	36	12	210	43
WBGene00022411	Y102A11A.1	0.1	0	5	2	0.4	4	1	0.4	0.3	0.1	0.1	0.7	0.2	0.4	2	2	0
WBGene00022412	Y102A11A.2	30	0.1	22	8	9	4	1	0.5	8	25	0.9	21	1	9	1	6	1
WBGene00022413	Y102A11A.3	7	0.7	13	33	8	37	11	5	2	2	0.4	22	0.3	1	13	4	0.7
WBGene00022415	Y102A11A.5	261	0	0.2	114	5	232	95	2	0.7	162	3	104	6	64	3	1	7
WBGene00022416	Y102A11A.6	11	0.3	4	3	0.3	3	2	0.7	0.1	30	7	6	10	27	0.7	0.2	5
WBGene00022417	Y102A11A.7	8	0	1	9	2	6	8	0.3	0.4	2	3	20	9	2	1	0.2	3
WBGene00022418	igcm-4	62	3	14	5	3	2	0.8	8	2	82	10	39	23	86	1	2	22
WBGene00022419	Y102A11A.9	12	0	5	3	3	1	1	0.7	3	7	0.2	12	0.2	1	1	2	1
WBGene00022420	Y102E9.2	45	75	25	32	34	41	18	85	32	32	10	38	21	22	72	28	94
WBGene00022421	Y102E9.3	0	0	0	0	0	0	1	0.2	0.4	0	0	0	0.7	0	0	0	0
WBGene00022423	nhr-41	75	2	71	23	16	6	7	2	9	15	0.9	61	2	7	3	7	7
WBGene00022425	plst-1	32	21	42	26	20	22	14	33	13	17	3	59	12	12	31	13	34
WBGene00022426	Y104H12D.2	8	8	13	12	14	18	11	26	26	8	40	8	28	13	25	15	19
WBGene00022427	Y104H12D.3	17	9	10	9	25	12	7	21	20	17	6	17	11	17	15	23	14
WBGene00022428	Y104H12D.4	4	9	2	4	9	6	4	9	9	5	10	7	18	8	9	9	18
WBGene00022429	Y108F1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022431	set-33	0.2	0	0.2	0.5	0.2	0.3	0.3	0.3	0.5	0.1	0.1	0.7	0.1	0.5	0.3	0.2	0.5
WBGene00022432	math-43	0	0	0	0	0.1	0	0.1	0	0.8	0	0.1	0.3	0	0	0	0	0
WBGene00022433	Y108F1.5	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00022434	Y108G3AL.2	14	24	14	12	13	14	7	24	15	21	5	13	23	24	22	10	23
WBGene00022435	Y108G3AL.3	5	0.1	7	2	6	1	0.9	1	4	3	1	6	2	2	1	4	3
WBGene00022438	Y110A2AL.1	0	0.5	0.2	0	0	0	0.1	0.8	0	0	0	0.2	0.3	0	0.3	0	1
WBGene00022439	Y110A2AL.2	0	0	4	0	0.4	0.2	0.3	0.1	0.6	0	0.1	0.6	0	0	0	0	0.1
WBGene00022440	Y110A2AL.3	0	0	1	2	1	9	1	13	0.6	0	0	0.3	0.2	0	2	0	0
WBGene00022441	Y110A2AL.4	972	1	41	11	129	2	2	2	273	1000	539	580	296	891	1	245	78
WBGene00022442	Y110A2AL.5	0	0	0	0	0	0	0.4	0	0	0	0.1	0.1	0.2	0	0	0	0
WBGene00022443	Y110A2AL.6	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0
WBGene00022444	Y110A2AL.7	0	0	0	0	0	0.2	0.6	0.7	0.1	0	0.2	0.4	0	0	0.4	0	0
WBGene00022445	Y110A2AL.9	0	0	3	4	10	10	2	14	23	0	0.3	0	0	0	4	21	0
WBGene00022446	Y110A2AL.10	0	1	0	0	0	0	0	0.4	0	0	0.5	0.5	2	0.2	0.6	0	2
WBGene00022447	hpo-20	9	11	7	6	7	4	2	13	7	9	2	8	9	9	4	8	14
WBGene00022448	pinn-1	12	39	4	14	27	19	33	47	14	22	71	14	78	13	30	23	49
WBGene00022449	Y110A2AM.1	9	8	7	11	8	9	4	23	6	8	4	14	11	5	6	7	22
WBGene00022450	ubc-26	40	12	3	15	21	12	15	20	22	20	20	28	31	22	22	16	44
WBGene00022451	Y110A2AM.4	4	0.5	4	4	2	6	2	3	3	2	0	4	1	2	3	2	11
WBGene00022452	Y110A2AR.1	10	87	0.6	3	4	9	5	80	3	4	5	8	16	5	39	2	56
WBGene00022453	Y110A2AR.3	26	11	7	16	13	23	12	21	9	18	21	22	28	23	17	12	18
WBGene00022454	Y110A7A.2	0.4	0	4	0.9	1	0.4	0.5	0.3	5	0.8	3	1	1	1	0.4	3	1
WBGene00022455	tyms-1	10	51	6	26	14	12	7	47	21	17	53	12	79	41	23	16	80
WBGene00022456	pfkb-1.1	75	38	77	44	68	47	33	58	47	47	24	57	47	41	58	46	54
WBGene00022457	Y110A7A.7	18	2	6	16	31	16	8	11	35	25	23	12	19	26	12	25	7
WBGene00022458	prp-31	28	63	11	23	19	35	22	71	22	43	19	23	52	51	51	16	70
WBGene00022459	Y110A7A.9	17	13	8	11	12	18	6	29	12	28	8	15	25	30	26	11	24
WBGene00022460	use-1	25	9	3	13	17	14	11	14	17	31	30	15	31	36	23	11	21
WBGene00022462	Y110A7A.15	7	23	1	6	7	16	4	27	12	4	0.8	5	2	2	35	7	18
WBGene00022463	elpc-1	8	11	9	13	12	15	5	17	11	14	2	8	9	14	21	12	13
WBGene00022464	Y110A7A.19	30	6	9	35	21	38	16	31	25	34	5	26	11	30	37	24	13
WBGene00022465	ift-20	22	0	3	2	3	1	0.5	0.2	3	16	0.3	13	1	6	0.2	4	0.5
WBGene00022466	Y119C1A.1	22	30	11	13	17	12	11	38	18	27	18	20	31	23	28	15	40
WBGene00022467	Y119C1B.1	0	0	0.4	0.1	0	2	3	0.9	0.2	0	0.6	0.4	0.1	0.3	5	0	0.3
WBGene00022469	Y119C1B.3	0.3	0	6	5	3	2	0.9	0.2	2	0	0.8	3	0	0	0.9	3	0.1
WBGene00022470	mrpl-19	40	10	6	43	26	38	28	22	23	45	24	31	26	43	33	27	18
WBGene00022471	Y119C1B.5	9	6	4	11	15	15	5	13	10	12	4	7	11	15	10	9	15
WBGene00022472	Y119C1B.6	6	0.8	8	63	63	13	6	2	57	0.4	1	14	1	0.5	5	49	0.1
WBGene00022473	bet-1	66	44	57	31	29	21	10	62	30	82	44	69	93	83	32	18	77
WBGene00022474	zig-9	11	0	62	12	15	16	18	7	4	0.7	0.5	28	2	0.5	12	2	1
WBGene00022475	Y119C1B.10	42	3	13	9	13	12	4	4	14	104	21	25	29	78	7	8	8
WBGene00022476	fbxa-75	0.1	0	0.5	0	2	0	0	0	0	0	0	0.5	0	0	0	0	0
WBGene00022477	fbxa-28	0	0	0	0	0	0	0	0	0	0	0.4	0.1	0	0	0	0	0
WBGene00022478	fbxa-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022479	fbxa-36	0	0	0.7	0.6	3	0.7	0.9	0.1	2	0.1	0	0.5	0	0.5	0.6	1	0
WBGene00022481	srz-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022482	fbxa-208	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0
WBGene00022483	srz-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022484	fbxa-77	1	0.4	14	4	2	4	3	0.8	2	1	3	4	4	2	2	3	2
WBGene00022485	fbxa-63	4	0	3	4	5	5	2	0.8	4	3	1	6	1	2	3	4	0.7
WBGene00022486	fbxa-61	0.7	0	2	6	0.8	5	2	0.5	0.4	0.4	0.4	2	0.3	0.6	2	2	0
WBGene00022487	fbxa-21	0.2	0	5	1	2	2	3	1	5	0.3	0.1	0.8	0.5	0.1	0.8	3	0
WBGene00022488	orc-3	3	18	2	5	3	5	2	25	3	4	14	5	18	7	10	3	31
WBGene00022489	Y119D3B.12	35	9	29	15	22	15	8	24	21	25	14	26	21	29	15	15	28
WBGene00022490	Y119D3B.13	0	0.3	2	11	6	14	11	18	4	0	0.4	1	0.1	0	12	10	0.1
WBGene00022491	Y119D3B.14	3	6	2	4	4	5	3	11	5	2	1	3	4	3	7	6	7
WBGene00022492	dss-1	42	71	5	44	49	70	62	86	35	47	117	41	182	55	72	39	130
WBGene00022493	mrpl-45	14	12	6	19	18	14	19	31	18	16	21	13	26	15	38	28	13
WBGene00022494	fbxa-91	0.1	0	0.5	0	0	0.2	0.4	0	0	0.9	0	0.9	0.1	0.4	0.4	0.1	0
WBGene00022495	fbxa-78	0	0	1	0.4	0.4	0.4	0.4	0	0	0	0	0.6	0	0.2	0.2	0	0
WBGene00022496	fbxa-92	0.1	0	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022497	Y119D3B.21	58	8	383	395	6320	783	1266	1211	2813	28	2	160	5	15	1096	4757	7
WBGene00022498	hsd-2	1	0	2	0	0.1	0.1	0.2	0.2	0.2	0	0.2	2	0	0	0.7	0.2	0
WBGene00022499	set-30	77	0	25	35	12	38	24	3	23	65	3	77	7	43	8	11	4
WBGene00022500	lfi-1	63	2	60	48	434	27	11	13	143	13	0.4	89	0.4	3	36	120	4
WBGene00022501	ZC8.6	11	5	20	14	17	9	4	8	13	11	7	16	14	15	5	13	16
WBGene00022502	ZC13.1	41	13	9	9	10	5	3	8	8	29	10	26	14	23	6	7	23
WBGene00022503	ZC13.2	13	0	3	2	3	0.5	0.5	0.2	3	6	0.3	8	0.4	2	0.2	2	0.9
WBGene00022504	mam-1	48	0	1	15	3	3	3	0.2	0.6	6	0.1	32	0.4	1	0.4	0.1	2
WBGene00022505	ZC21.3	2	0	25	37	48	57	5	4	8	2	0.4	10	0.4	0.9	6	8	1
WBGene00022506	ZC21.6	0	0	2	0.4	2	0.4	0.5	0.1	3	0	0.1	0.3	0	0.1	0.4	2	0.1
WBGene00022507	ZC21.8	0	0	0.5	0	0	1	2	2	0	0	0.5	0.3	2	0.4	3	0	0.3
WBGene00022508	ZC53.1	1	15	0.7	0.1	0.3	0.2	0.6	14	0.3	1	0.6	2	2	1	3	0.2	11
WBGene00022509	ZC53.2	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00022511	ZC53.4	0	0	0.1	0	0	0	0	0	0	0	0.1	0.2	0.1	0.2	0	0	0.2
WBGene00022512	dot-1.5	0.5	0.5	0	0	0	0	0.2	2	0	0.3	0.4	0.9	1	0.4	1	0	4
WBGene00022515	ttr-48	231	2	83	159	252	100	145	48	114	45	2	177	1	11	61	124	8
WBGene00022516	mtx-2	49	23	65	45	72	63	52	70	96	75	211	40	156	80	52	65	87
WBGene00022517	ZC123.1	203	0.6	4	71	4	10	9	1	0.6	7	0.1	156	0.3	0.9	0.9	0.7	7
WBGene00022518	zfh-2	97	4	60	13	14	17	5	7	10	32	0.7	67	2	10	3	10	16
WBGene00022519	ZC123.4	30	0.2	27	15	11	8	4	2	8	14	1	25	2	6	2	11	5
WBGene00022521	ZC132.2	0	0	0.1	0.5	0	0	0	0	0.1	0	0.6	0.6	0	0.3	0	0	0
WBGene00022522	ZC132.3	2	0	3	0.8	1	0.5	0.9	0	1	0.5	0.1	3	0.2	0.5	0.5	0.9	0.2
WBGene00022523	ZC132.4	7	0.1	1	1	1	4	0.6	0.5	0.9	26	3	6	7	38	1	0.6	2
WBGene00022526	ZC132.8	0	0	0.2	0.1	0	0	0.1	0	0.4	0	0	0	0	0	0	0.4	0
WBGene00022527	ZC132.9	0	0	4	2	0.5	0.5	0.9	0.1	1	0	0.2	0.5	0	0.1	0.1	0.9	0.1
WBGene00022528	srt-13	0	0	0.2	0	1	0	0.8	0	1	0	0.8	0.3	2	0	0	0.8	4
WBGene00022529	srt-14	0	0	0	0	0.4	0.1	0	0	0.7	0	0.3	0.2	0	0	0	0.5	0
WBGene00022530	ZC155.2	0	0	7	1	1	1	3	2	2	0	0	2	0	0	2	1	0
WBGene00022531	morc-1	16	22	7	14	12	17	11	37	15	20	5	14	13	20	31	13	29
WBGene00022532	ZC155.4	6	47	0.7	2	28	9	12	38	22	7	36	8	91	8	53	11	52
WBGene00022533	cutl-19	4	0.3	4	4	10	2	0.8	0.2	7	0.6	0.1	7	0.1	0.3	0.8	5	0.4
WBGene00022534	syx-16	24	6	15	11	19	22	8	16	28	41	16	18	19	43	23	19	10
WBGene00022535	ZC178.1	0.5	0	0.8	0.4	0.5	0	0.3	0.1	0.7	0.4	0.5	1	0.1	0.8	0	0.2	0.3
WBGene00022536	ZC178.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
WBGene00022537	ZC190.2	0	0	1	0.7	0.4	0.3	0.5	0.1	0.9	0	0	0.8	0	0	0.1	0.8	0
WBGene00022538	ZC190.4	117	0.3	130	70	130	28	5	2	126	117	3	106	8	66	4	111	15
WBGene00022539	ZC190.5	0	0	0.4	0.6	1	0.1	0.1	0	0.5	0	0	0	0	0	0.1	0.3	0
WBGene00022540	ZC190.6	0	0	2	0.3	0.1	0.1	0.1	0	0.4	0	0.1	0.3	0	0.1	0.1	0.5	0
WBGene00022541	ZC190.7	0	0	0.1	0	0.2	2	2	3	0.5	0	0	0.3	0	0	2	0.4	0
WBGene00022542	ZC190.8	0	0	0	0	2	0.4	0.4	0.7	2	0	0.5	0.1	0	0.7	2	2	0
WBGene00022543	ZC190.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022544	ZC190.10	2	0	2	0.2	3	1	1	1	2	1	2	2	0.7	1	1	3	0.9
WBGene00022545	ZC196.1	0.5	0	1	2	3	1	0.5	0.1	3	0.2	0	1	0	0.1	0.6	1	0
WBGene00022546	ZC196.2	0.4	0	5	1	15	0.6	1	0.2	19	0.3	0	0.9	0.5	0.1	1	10	0.2
WBGene00022547	ZC196.3	0.3	0	4	0.3	4	0.2	0.3	0	6	0	0.1	0.5	0	0.1	0.5	4	0
WBGene00022548	ZC196.4	0.6	0	0.6	0.8	2	2	0.8	0.3	1	0.7	0	0.8	0	0.3	1	0.7	0
WBGene00022549	ZC196.5	2	0.4	3	4	7	5	3	1	7	2	0	2	0	1	3	5	0
WBGene00022550	ZC196.6	0.3	0	2	0.6	32	0.3	0.2	0.2	5	0	0.1	0.8	0	0.1	0.2	1	0
WBGene00022551	ZC196.8	0	0	0.1	0	0.1	0	0	0	0.1	0	0	0.2	0	0	0	0.3	0
WBGene00022552	ZC196.9	0.1	0	0.2	0	0.5	0.1	0.1	0	2	0	0.2	0.4	0	0.1	0	0.3	0
WBGene00022553	ZC204.1	0	0	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
WBGene00022554	duxl-1	19	10	14	7	7	8	4	13	14	31	79	17	83	46	5	9	50
WBGene00022555	btb-12	1	0.6	0.3	0	2	0.8	0.6	2	0.9	0.7	5	1	26	2	0.9	0.3	9
WBGene00022556	ZC204.6	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
WBGene00022557	fbxb-15	3	2	0.1	0	0.1	0.1	0.2	2	0.3	9	36	3	85	22	0.8	0	35
WBGene00022558	fbxb-21	0	0.2	0.2	0	0	0	0	0.7	0.1	0.3	2	0.1	7	0.5	0	0	4
WBGene00022559	fbxb-20	0.5	1	0.4	0	0	0	0	2	0	0.4	10	0.7	39	1	0	0	21
WBGene00022560	fbxb-16	0.6	0.7	0.1	0	0.1	0	0.2	0.2	0.1	1	5	0.8	17	3	0	0.1	5
WBGene00022561	btb-13	1	0.6	0.6	1	2	0.7	0.6	1	0.9	0.9	4	2	20	3	1	0.3	6
WBGene00022562	ZC204.12	34	0.2	60	53	265	60	76	9	161	13	3	41	3	8	38	109	0.9
WBGene00022563	ZC204.13	0	0	0	0	0.1	0.2	0.1	0	0.1	0	0.1	0.2	0	0.5	0.2	0	0
WBGene00022564	ZC204.14	6	3	2	3	5	6	7	5	5	10	41	6	27	13	6	4	13
WBGene00022565	ZC239.2	0	0	1	0	0.9	0	0	0	1	0	0.1	0	0	0	0	0.2	0
WBGene00022566	ZC239.3	0.2	0	10	2	2	0.3	0.2	0	1	0	0.1	0.7	0	0	0	0.5	0
WBGene00022567	ZC239.4	0.4	0	2	1	0	0.5	0.9	0.1	0.3	0	0.1	1	0	0	0.4	0.1	0
WBGene00022568	ZC239.5	0.1	0	9	4	5	1	1	0.1	3	0	0.3	0.4	0	0	1	4	0
WBGene00022569	ZC239.6	3	0.2	31	12	20	8	2	2	22	1	0.9	6	0.9	1	2	8	3
WBGene00022570	sdz-35	0	0	0.3	0.2	0.3	0.1	0.3	0.2	0.1	0	0.1	0.5	0.3	0.2	0	0	1
WBGene00022571	ZC239.13	0	0	2	2	6	3	1	0.4	10	0	0	0	0	0	2	5	0
WBGene00022572	ZC239.14	0	0	1	0.6	6	2	0.9	0.6	4	0	0.2	0	0	0.1	0.6	2	0
WBGene00022573	ZC239.15	0.1	0	1	3	3	3	3	0.3	2	0	0	0.6	0	0.2	2	4	0
WBGene00022574	ZC239.16	0.9	0	8	2	17	9	4	1	29	0.3	0.7	2	0	0.4	4	20	0
WBGene00022575	ZC239.17	0	0	3	0.6	0.9	1	0.8	0.2	1	0	0	0.1	0	0	1	1	0
WBGene00022576	ZC250.2	5	2	3	3	3	3	2	0.8	2	11	8	4	11	9	2	3	4
WBGene00022577	nstp-3	94	0	0	20	1	10	6	0	0.4	23	0.4	36	0.3	3	0.7	0	2
WBGene00022578	ZC262.1	0	0	0	0	0	0.1	0.6	0	0	0	0	0	0	0	0	0	0
WBGene00022579	ZC262.2	59	20	36	32	44	33	32	50	36	94	40	50	66	83	49	40	43
WBGene00022580	iglr-2	66	20	27	28	40	35	9	31	32	74	11	58	50	107	33	28	42
WBGene00022581	ZC262.4	0	0	0	0	0.1	2	0.4	0.2	1	0	0.6	0.4	2	0.1	0.5	0.6	0.5
WBGene00022582	ZC262.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022583	mrps-18A	38	11	23	35	39	40	41	26	32	50	116	30	72	51	40	32	26
WBGene00022584	ZC266.1	0.9	0.1	12	3	3	0.8	0.9	3	4	0.5	0.1	2	0.2	0.6	5	2	0.6
WBGene00022586	ZC308.4	29	89	0.1	0.1	4	0.8	1	30	3	14	5	21	15	7	52	0.8	95
WBGene00022587	ZC317.1	0	0	0.4	0	0.5	0.2	0.2	0.5	0.8	0	0	0	0	0	0.7	0	0
WBGene00022588	ZC317.2	0.2	0	5	3	2	0.8	1	0.3	4	0.3	3	3	0.7	0.5	0.3	4	0.1
WBGene00022589	ZC317.6	0	0	0	0	0	0.6	0.8	0.4	0	0	0	0.1	0.4	0	2	0	0
WBGene00022590	ZC317.7	0.5	2	0.6	0.3	0.4	2	1	4	1	0.4	0.1	0.7	0.2	0.2	4	0.5	1
WBGene00022591	cuti-1	223	3	3	53	13	84	17	1	5	260	29	70	13	128	2	4	14
WBGene00022592	ZC328.2	0.7	0.2	33	14	24	9	3	2	22	0.6	0.7	4	1	0.7	4	17	1
WBGene00022593	ZC328.3	12	2	11	12	22	24	5	7	14	9	0.5	10	3	5	11	9	3
WBGene00022594	ZC328.5	1	0	0.4	0.3	0	0.3	0.4	0.3	0.1	1	0.4	1	0.5	0.8	0.1	0	0.5
WBGene00022596	ZC395.4	0	0	2	0.4	0	1	3	2	0.2	0	0	0.1	0	0.2	3	0.1	0
WBGene00022597	ZC395.5	0.6	0.6	24	15	167	10	7	26	453	1	4	2	5	3	11	276	1
WBGene00022598	ztf-8	15	26	9	13	11	14	5	35	23	18	3	14	14	16	25	12	18
WBGene00022599	ZC395.10	146	317	157	290	147	273	250	285	142	115	264	146	209	143	357	148	246
WBGene00022600	ZC395.11	0	0	10	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00022601	ZC404.1	0.2	0	11	3	2	0.1	0.9	0.1	1	0.1	0.6	0.7	0.5	0.5	0.3	1	2
WBGene00022602	ZC404.7	0	0	0.4	0	0	0	0	0	0.1	0	0.2	0	0	0	0	0	0
WBGene00022603	gck-2	45	13	26	16	18	15	6	32	19	49	8	36	15	58	24	13	21
WBGene00022604	dmsr-10	0	0	0.1	0.2	0.2	0	0	0	0.1	0	0.1	0.3	0	0	0	0	0
WBGene00022605	dmsr-11	0.2	0	0.3	0.2	0.3	0.2	0	0	0.1	0.1	0.2	0.8	0	0.2	0.3	0.2	0
WBGene00022606	dmsr-9	0.4	0	1	0.6	0.8	0.2	0	0.1	0.9	0	0.1	1	0	0	0	0.5	0
WBGene00022607	ZC411.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022608	madf-9	0.6	3	18	9	23	7	4	4	14	0	0.1	7	0.5	0	2	17	2
WBGene00022609	ZC416.2	5	3	8	10	48	8	3	13	29	3	3	8	2	2	3	22	5
WBGene00022610	ZC416.6	4	0.1	32	41	2	28	30	33	0.5	0.4	0.6	22	1	0.8	42	7	1
WBGene00022611	ZC449.1	84	0	0.3	12	0.6	7	2	0.1	0.4	7	0.3	34	0.2	1	0.4	0.2	1
WBGene00022612	ZC449.2	132	0.3	0.7	15	1	6	2	0.3	0.3	62	0.8	49	0.2	12	0.8	0.2	6
WBGene00022613	sek-3	26	7	20	20	19	19	7	13	11	26	13	19	20	24	11	12	17
WBGene00022614	ZC449.4	28	0.3	51	12	30	7	4	2	37	7	0.1	26	1	2	4	41	0.8
WBGene00022615	ZC449.5	144	0.2	13	31	12	30	4	3	11	87	1	70	2	28	5	8	9
WBGene00022616	hsd-3	0	0	0	0	0	5	0.3	0	0	0.1	0.1	0.1	0	0.2	0	0.4	0
WBGene00022617	ZC477.2	0	0	0	0	0	0.5	1	0.3	0	0	0.1	0	0	0	2	0	0
WBGene00022618	ZC477.3	19	17	10	22	27	30	16	27	28	24	11	16	21	18	44	26	21
WBGene00022619	ZC477.4	0	0	0.9	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00022620	ZC477.5	20	33	16	12	20	11	5	38	27	33	30	18	57	36	35	25	50
WBGene00022621	ZC477.7	0	0	0	0.1	0	6	23	4	0	0	0.1	0	0	0	11	0	0
WBGene00022622	ZC477.10	0	0	0	0	0	0.2	0.7	0.1	0.1	0	0.4	0.2	0	0	1	0	0
WBGene00022623	ZC487.1	31	0.4	14	6	10	1	1	0.5	13	9	0.1	19	1	2	1	10	2
WBGene00022624	ZC487.2	0.2	0	0.1	0.6	0.4	0.2	0.1	0	0.2	0	0.1	0.5	0	0	0	0.3	0
